Year,SERIES,REF_AREA,OCCUPATION,ACTIVITY,UNIT_MEASURE,Value
2015,SG_LGL_GENEQLFP,,,,PT,1
2016,SG_LGL_GENEQLFP,,,,PT,1
2017,SG_LGL_GENEQLFP,,,,PT,1
2018,SG_LGL_GENEQLFP,,,,PT,1
2019,SG_LGL_GENEQLFP,,,,PT,1
2020,SG_LGL_GENEQLFP,,,,PT,1
