Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2016,SL_TLF_NEET,tj,,Y15T24,PT,293.0
2016,SL_TLF_NEET,tj,M,Y15T24,PT,7.2
2016,SL_TLF_NEET,tj,F,Y15T24,PT,49.3
