Year,Value,UNIT_MEASURE,SERIES
2016,8.3,PT,NV_IND_SSIS
2017,6.7,PT,NV_IND_SSIS
2018,7.1,PT,NV_IND_SSIS
2019,7.7,PT,NV_IND_SSIS
2020,3.8,PT,NV_IND_SSIS
2021,5.6,PT,NV_IND_SSIS
