Year,Value,UNIT_MEASURE,SERIES
2015,1,BOOL,SG_STT_FPOS
2016,1,BOOL,SG_STT_FPOS
2017,1,BOOL,SG_STT_FPOS
2018,1,BOOL,SG_STT_FPOS
2019,1,BOOL,SG_STT_FPOS
2020,1,BOOL,SG_STT_FPOS
