Year,Value,UNIT_MEASURE,SERIES
2015,0.03,PT,EG_EGY_PRIM
2016,0.04,PT,EG_EGY_PRIM
2017,0.04,PT,EG_EGY_PRIM
2018,0.05,PT,EG_EGY_PRIM
2019,0.05,PT,EG_EGY_PRIM
