Year,Value,UNIT_MEASURE,SERIES
2015,0.081,PT,SH_HAP_HBSAG
2016,0.127,PT,SH_HAP_HBSAG
2017,0.061,PT,SH_HAP_HBSAG
2018,0.081,PT,SH_HAP_HBSAG
2019,0.084,PT,SH_HAP_HBSAG
2020,0.044,PT,SH_HAP_HBSAG
