Year,Value,UNIT_MEASURE,SERIES
2015,68.7,PT,SE_TRA_GRDL
2016,69.7,PT,SE_TRA_GRDL
2017,71.0,PT,SE_TRA_GRDL
2018,72.3,PT,SE_TRA_GRDL
2019,74.0,PT,SE_TRA_GRDL
2020,75.4,PT,SE_TRA_GRDL
