Year,Value,UNIT_MEASURE,SERIES
2015,433,PER_1000000_POP,GB_POP_SCIERD
2016,446,PER_1000000_POP,GB_POP_SCIERD
2017,414,PER_1000000_POP,GB_POP_SCIERD
2018,427,PER_1000000_POP,GB_POP_SCIERD
2019,483,PER_1000000_POP,GB_POP_SCIERD
2020,452,PER_1000000_POP,GB_POP_SCIERD
