Year,Value,UNIT_MEASURE,SERIES
2015,25.0,PT,GR_G14_GDP
2016,23.2,PT,GR_G14_GDP
2017,23.7,PT,GR_G14_GDP
2018,23.2,PT,GR_G14_GDP
2019,22.5,PT,GR_G14_GDP
2020,20.9,PT,GR_G14_GDP
