Year,Value,UNIT_MEASURE,SERIES
2015,53.8,PT,EG_FEC_RNEW
2016,46.7,PT,EG_FEC_RNEW
2017,45.4,PT,EG_FEC_RNEW
2018,44.3,PT,EG_FEC_RNEW
2019,43.4,PT,EG_FEC_RNEW
