Year,Value,UNIT_MEASURE,SERIES
2015,63.0,Number,Number of seats in national parliaments [5.5.1]
2016,63.0,Number,Number of seats in national parliaments [5.5.1]
2017,63.0,Number,Number of seats in national parliaments [5.5.1]
2018,63.0,Number,Number of seats in national parliaments [5.5.1]
2019,63.0,Number,Number of seats in national parliaments [5.5.1]
2020,63.0,Number,Number of seats in national parliaments [5.5.1]
