Year,Value,UNIT_MEASURE,SERIES
2015,0.7,Per 100 population,Fixed broadband subscriptions per 100 inhabitants [17.6.1]
2016,0.7,Per 100 population,Fixed broadband subscriptions per 100 inhabitants [17.6.1]
