Year,Value,UNIT_MEASURE,SERIES
2015,53.8,Percent,Renewable energy share in the total final energy consumption [7.2.1]
2016,46.7,Percent,Renewable energy share in the total final energy consumption [7.2.1]
2017,45.4,Percent,Renewable energy share in the total final energy consumption [7.2.1]
2018,44.3,Percent,Renewable energy share in the total final energy consumption [7.2.1]
2019,43.4,Percent,Renewable energy share in the total final energy consumption [7.2.1]
