Year,Value,UNIT_MEASURE,SERIES
2015,25.0,Percent,Total government revenue as a proportion of GDP [17.1.1]
2016,23.2,Percent,Total government revenue as a proportion of GDP [17.1.1]
2017,23.7,Percent,Total government revenue as a proportion of GDP [17.1.1]
2018,23.2,Percent,Total government revenue as a proportion of GDP [17.1.1]
2019,22.5,Percent,Total government revenue as a proportion of GDP [17.1.1]
2020,20.9,Percent,Total government revenue as a proportion of GDP [17.1.1]
