Year,Value,UNIT_MEASURE,SERIES
2015,0.03,Percent,Energy intensity level of primary energy [7.3.1]
2016,0.04,Percent,Energy intensity level of primary energy [7.3.1]
2017,0.04,Percent,Energy intensity level of primary energy [7.3.1]
2018,0.05,Percent,Energy intensity level of primary energy [7.3.1]
2019,0.05,Percent,Energy intensity level of primary energy [7.3.1]
