Year,SERIES,REF_AREA,OCCUPATION,ACTIVITY,UNIT_MEASURE,Value
2015,AG_LND_FRST,,,,PT,3000
2016,AG_LND_FRST,,,,PT,3
2017,AG_LND_FRST,,,,PT,3
2018,AG_LND_FRST,,,,PT,3
2019,AG_LND_FRST,,,,PT,3
2020,AG_LND_FRST,,,,PT,3
2015,AG_LND_FRSTN,,,,HA,421800
2016,AG_LND_FRSTN,,,,HA,421800
2017,AG_LND_FRSTN,,,,HA,421800
2018,AG_LND_FRSTN,,,,HA,421800
2019,AG_LND_FRSTN,,,,HA,421800
2020,AG_LND_FRSTN,,,,HA,421800
