Year,SERIES,REF_AREA,OCCUPATION,ACTIVITY,UNIT_MEASURE,Value
2015,VC_DSR_MISS,,,,NUMBER,35.0
2016,VC_DSR_MISS,,,,NUMBER,20.0
2017,VC_DSR_MISS,,,,NUMBER,31.0
2018,VC_DSR_MISS,,,,NUMBER,12.0
2019,VC_DSR_MISS,,,,NUMBER,22.0
2020,VC_DSR_MISS,,,,NUMBER,8.0
2015,VC_DSR_MTMP,,,,PER_100000_POP,0.41
2016,VC_DSR_MTMP,,,,PER_100000_POP,0.23
2017,VC_DSR_MTMP,,,,PER_100000_POP,0.35
2018,VC_DSR_MTMP,,,,PER_100000_POP,0.13
2019,VC_DSR_MTMP,,,,PER_100000_POP,0.24
2020,VC_DSR_MTMP,,,,PER_100000_POP,0.09
