Year,Value,UNIT_MEASURE,SERIES
2015,1,BOOL,SG_REG_CENSUSN
2016,1,BOOL,SG_REG_CENSUSN
2017,1,BOOL,SG_REG_CENSUSN
2018,1,BOOL,SG_REG_CENSUSN
2019,1,BOOL,SG_REG_CENSUSN
2020,1,BOOL,SG_REG_CENSUSN
