Year,Value,UNIT_MEASURE,SERIES
2015,17.4,PT,SL_EMP_GTOTL
2016,17.7,PT,SL_EMP_GTOTL
2017,16.5,PT,SL_EMP_GTOTL
2018,16.5,PT,SL_EMP_GTOTL
2019,16.7,PT,SL_EMP_GTOTL
