Year,Value,UNIT_MEASURE,SERIES
2015,2.5,PT,SL_TLF_MANF
2016,2.5,PT,SL_TLF_MANF
2017,3.6,PT,SL_TLF_MANF
2018,3.5,PT,SL_TLF_MANF
2019,2.4,PT,SL_TLF_MANF
