Year,Value,UNIT_MEASURE,SERIES
2015,97.8,PT,SP_ACS_BSRV
2016,99.1,PT,SP_ACS_BSRV
2017,99.3,PT,SP_ACS_BSRV
2015,99.0,PT,SP_ACS_BSRVSAN
2016,94.2,PT,SP_ACS_BSRVSAN
2017,97.0,PT,SP_ACS_BSRVSAN
