Year,Value,UNIT_MEASURE,SERIES
2015,1,PT,SG_LGL_GENEQLFP
2016,1,PT,SG_LGL_GENEQLFP
2017,1,PT,SG_LGL_GENEQLFP
2018,1,PT,SG_LGL_GENEQLFP
2019,1,PT,SG_LGL_GENEQLFP
2020,1,PT,SG_LGL_GENEQLFP
