Year,Value,UNIT_MEASURE,SERIES
2015,72,PER_100000_POP,SH_SUD_TREAT
2016,70,PER_100000_POP,SH_SUD_TREAT
2017,73,PER_100000_POP,SH_SUD_TREAT
2018,70,PER_100000_POP,SH_SUD_TREAT
2019,67,PER_100000_POP,SH_SUD_TREAT
