Year,SERIES,REF_AREA,OCCUPATION,ACTIVITY,UNIT_MEASURE,Value
2015,AG_LND_SUST,,,,PT,653.2
2016,AG_LND_SUST,,,,PT,650.6
2017,AG_LND_SUST,,,,PT,657.3
2018,AG_LND_SUST,,,,PT,659.0
2019,AG_LND_SUST,,,,PT,663.9
2020,AG_LND_SUST,,,,PT,667.3
