Year,SERIES,REF_AREA,OCCUPATION,ACTIVITY,UNIT_MEASURE,Value
2015,GB_POP_SCIERD,,,,PER_1000000_POP,433
2016,GB_POP_SCIERD,,,,PER_1000000_POP,446
2017,GB_POP_SCIERD,,,,PER_1000000_POP,414
2018,GB_POP_SCIERD,,,,PER_1000000_POP,427
2019,GB_POP_SCIERD,,,,PER_1000000_POP,483
2020,GB_POP_SCIERD,,,,PER_1000000_POP,452
