Year,Value,UNIT_MEASURE,SERIES
2015,35.0,NUMBER,VC_DSR_MISS
2016,20.0,NUMBER,VC_DSR_MISS
2017,31.0,NUMBER,VC_DSR_MISS
2018,12.0,NUMBER,VC_DSR_MISS
2019,22.0,NUMBER,VC_DSR_MISS
2020,8.0,NUMBER,VC_DSR_MISS
2015,0.41,PER_100000_POP,VC_DSR_MTMP
2016,0.23,PER_100000_POP,VC_DSR_MTMP
2017,0.35,PER_100000_POP,VC_DSR_MTMP
2018,0.13,PER_100000_POP,VC_DSR_MTMP
2019,0.24,PER_100000_POP,VC_DSR_MTMP
2020,0.09,PER_100000_POP,VC_DSR_MTMP
