Year,Value,UNIT_MEASURE,SERIES
2015,106.4,CON_USD,DC_TOF_AGRL
2016,111.2,CON_USD,DC_TOF_AGRL
2017,164.3,CON_USD,DC_TOF_AGRL
2018,143.1,CON_USD,DC_TOF_AGRL
2019,167.5,CON_USD,DC_TOF_AGRL
2020,170.7,CON_USD,DC_TOF_AGRL
