Year,Value,UNIT_MEASURE,SERIES
2015,64.0,PT,GC_GOB_TAXD
2016,60.8,PT,GC_GOB_TAXD
2017,65.6,PT,GC_GOB_TAXD
2018,60.9,PT,GC_GOB_TAXD
2019,67.2,PT,GC_GOB_TAXD
2020,60.2,PT,GC_GOB_TAXD
