Year,Value,UNIT_MEASURE,SERIES
2015,653.2,PT,AG_LND_SUST
2016,650.6,PT,AG_LND_SUST
2017,657.3,PT,AG_LND_SUST
2018,659.0,PT,AG_LND_SUST
2019,663.9,PT,AG_LND_SUST
2020,667.3,PT,AG_LND_SUST
