Year,SERIES,REF_AREA,OCCUPATION,ACTIVITY,UNIT_MEASURE,Value
2015,SL_TLF_MANF,,,ISIC4_C,PT,2.5
2016,SL_TLF_MANF,,,ISIC4_C,PT,2.5
2017,SL_TLF_MANF,,,ISIC4_C,PT,3.6
2018,SL_TLF_MANF,,,ISIC4_C,PT,3.5
2019,SL_TLF_MANF,,,ISIC4_C,PT,2.4
