Year,SERIES,REF_AREA,OCCUPATION,ACTIVITY,UNIT_MEASURE,Value
2015,DC_TOF_AGRL,,,,CON_USD,106.4
2016,DC_TOF_AGRL,,,,CON_USD,111.2
2017,DC_TOF_AGRL,,,,CON_USD,164.3
2018,DC_TOF_AGRL,,,,CON_USD,143.1
2019,DC_TOF_AGRL,,,,CON_USD,167.5
2020,DC_TOF_AGRL,,,,CON_USD,170.7
