Year,Value,UNIT_MEASURE,SERIES
2015,103.5,PT,SL_EMP_PCAP
2016,16.8,PT,SL_EMP_PCAP
2017,106.0,PT,SL_EMP_PCAP
2018,106.7,PT,SL_EMP_PCAP
