Year,Value,UNIT_MEASURE,SERIES
2015,52.5,PT,FB_BNK_ACCSS
2016,55.8,PT,FB_BNK_ACCSS
2017,55.7,PT,FB_BNK_ACCSS
2018,59.3,PT,FB_BNK_ACCSS
2019,67.0,PT,FB_BNK_ACCSS
