Year,Value,UNIT_MEASURE,SERIES
2015,17,PER_100000_WKRS_EMP,SL_EMP_INJUR
2016,15,PER_100000_WKRS_EMP,SL_EMP_INJUR
2017,11,PER_100000_WKRS_EMP,SL_EMP_INJUR
2018,21,PER_100000_WKRS_EMP,SL_EMP_INJUR
2019,15,PER_100000_WKRS_EMP,SL_EMP_INJUR
2015,6,PER_100000_WKRS_EMP,SL_EMP_FTLINJUR
2016,6,PER_100000_WKRS_EMP,SL_EMP_FTLINJUR
2017,2,PER_100000_WKRS_EMP,SL_EMP_FTLINJUR
2018,2,PER_100000_WKRS_EMP,SL_EMP_FTLINJUR
2019,3,PER_100000_WKRS_EMP,SL_EMP_FTLINJUR
