Year,Value,UNIT_MEASURE,SERIES
2015,98,PT,SH_STA_BRTC
2016,98,PT,SH_STA_BRTC
2017,98,PT,SH_STA_BRTC
2018,99,PT,SH_STA_BRTC
2019,99,PT,SH_STA_BRTC
