Year,Value,UNIT_MEASURE,SERIES
2015,1,NUMBER,ER_REG_UNFCIM
2016,1,NUMBER,ER_REG_UNFCIM
2017,1,NUMBER,ER_REG_UNFCIM
2018,1,NUMBER,ER_REG_UNFCIM
2019,1,NUMBER,ER_REG_UNFCIM
2020,1,NUMBER,ER_REG_UNFCIM
