Year,Value,UNIT_MEASURE,SERIES
2015,11.8,PT,SI_COV_BENFTS
2016,11.0,PT,SI_COV_BENFTS
2017,11.8,PT,SI_COV_BENFTS
2018,11.3,PT,SI_COV_BENFTS
2019,10.2,PT,SI_COV_BENFTS
2020,8.3,PT,SI_COV_BENFTS
