Year,Value,UNIT_MEASURE,SERIES
2015,8.7,PT,NV_IND_MANF
2016,9.7,PT,NV_IND_MANF
2017,10.0,PT,NV_IND_MANF
2018,13.2,PT,NV_IND_MANF
