Year,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2016,SL_TLF_UEM,tj,,PT,70
2016,SL_TLF_UEM,tj,M,PT,80
2016,SL_TLF_UEM,tj,F,PT,55
