Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SP_ACS_BSRVSAN,tj,PT,990.0
2016,SP_ACS_BSRVSAN,tj,PT,942.0
2017,SP_ACS_BSRVSAN,tj,PT,97.0
2015,SP_ACS_BSRVSAN,tj,PT,993.0
2016,SP_ACS_BSRVSAN,tj,PT,929.0
2017,SP_ACS_BSRVSAN,tj,PT,96.0
2015,SP_ACS_BSRVSAN,tj,PT,988.0
2016,SP_ACS_BSRVSAN,tj,PT,946.0
2017,SP_ACS_BSRVSAN,tj,PT,97.3
