Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,NY_GDP_PCAP,tj,PT,103.5
2016,NY_GDP_PCAP,tj,PT,104.5
2017,NY_GDP_PCAP,tj,PT,104.8
2018,NY_GDP_PCAP,tj,PT,105.3
