Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2017,SG_REG_BRTH,,,Y0T4,PT,95.8
2017,SG_REG_BRTH,,M,Y0T4,PT,96.9
2017,SG_REG_BRTH,,F,Y0T4,PT,95.7
